url,title,description,date,idx
https://blog.naver.com/8949modori/223199910337,"50년 만기주담대,인터넷전문은행취급주담대... ","71%상승 건설업전체 하루 평균임금 24만8819원에서 26만5516원으로 상승 기능인력 고령화,신규진입인력 부족 ◆서울 ,수도권 중심으로 청약시장 호황 보이자 가을 성수기... ",2023.09.01.,13
https://blog.naver.com/muebmpn/223199902576,임신 5개월 증상 임신 18주 배크기 배통증 배뭉침 극복,요즘은 노산 관련 위험도 점점 높아지는 추세라 고령화와 함께 유산율도 상승할 수 있기 때문이에요. 특히 노산인 경우에는 젊을 때보다 확실히 조산 위험도가 더... ,2023.09.01.,14
https://blog.naver.com/y0ungwon2/223199902361,국민 건강보험 환급금 조회 및 신청 온라인으로 (ft. 본인 부담... ,"국민건강보험제도는 최근 의료비 증가와 고령화 그리고 만성질환 증가 등으로 재정 안정화가 필요하다는 의견이 많습니다. 이러한 재정 문제로 보험료율 인상, 비급여... ",2023.09.01.,15
https://blog.naver.com/credible513/223199893216,"국가 경제를 뒤흔드는 국민연금 개편안, '경도법'이란?",저출산·고령화와 인구 감소로 연금 고갈 시기가 앞당겨질 것이라는 우려 속에 재정 안정과 지속 가능성을 위해 보험료율은 올리고 수급연령은 늦추겠다는 계획이죠.... ,2023.09.01.,16
https://blog.naver.com/cocolala1/223199848265,경력단절주부 사회복지사2급자격증 재취업 준비하려고... ,중 고령화 사회가 되면서 복지 쪽 전망이 밝다는 사실에 관심이 생기셨겠죠 다만 이를 위해서는 사회복지사자격증을 소지해야 합니다 그래서 지금부터 경력단절주부... ,2023.09.01.,17
https://www.malgoon.kr/1192,2023 기초노령연금 수급자격 금액 나이 신청 방법 살펴보기,2023년 기초노령연금 수급자격 및 신청 금액 알아보기 2023년 기초노령연금 수급자격 및 신청 금액 알아보기 인구 고령화는 선진국에게 필연적인... X ★ 기초연금 100... ,2023.09.01.,18
https://blog.naver.com/nasung327/223199887853,충남건축전 미완인 채로 제출했습니다.. 크윽,"많은 고령화 지역임을 알 수 있었다. 또한, 지역 주민들의 의견을 들어보니, 전통시장 및 역 앞 상권의 직접적인 변화는 거부하지만 약간의 지역 재생의 필요성을... ",2023.09.01.,19
https://blog.naver.com/skjdljhnfvoikds/223199837748,정부는 저출산ㆍ고령화에 선제적으로 대응하기 위해 고령층... ,정부는 저출산ㆍ고령화에 선제적으로 대응하기 위해 고령층... 정부는 저출산ㆍ고령화에 선제적으로 대응하기 위해 고령층... ,2023.09.01.,20
https://blog.naver.com/dmz1964/223199885082,kb국민카드와이즈상해보험 현대생명보험상해보험... ,"고령화 사회와 다같이 건강 문제가 증가하는 만큼, 성별이나 나이와 관계없이 골절 사고에 대한 보상을 모두 감안하는 부분이 중요합니다. 국민건강보험을 활용해... ",2023.09.01.,21
https://blog.naver.com/confine5169/223199878563,"사회복지사 건강가정사 자격증 취득조건 및 방법, 2가지 자격... ","시간이 지날수록 점차 초고령화사회로 접어들기 시작하는 가운데, 복지관련된 사업... 앞서 말씀드린 것과 같이 고령화 시대로 인해서 요양시설이 점점 늘어나고 있는... ",2023.09.01.,22
https://blog.naver.com/homes365/223199873435,"출산가구 저금리 대출 주거안정, 양육비 지원","출산가구 저금리 대출 주거안정, 양육비 지원 지난해(2022년) 합계출산율 0.78명, 출생아수는 약 24만명까지 하락하는 등 인구감소로 인한 고령화와 지역소멸... ",2023.09.01.,23
https://blog.naver.com/pass03a/223199873649,"물리치료사 되는법, 면허증 준비까지의 과정",점점 고령화 사회로 접어 들고 있고 그에 따라 노인인구는 기하급수적으로 늘어나고 있는 상황이더라고요 나이 때문에 생기는 질환을 겪는 환자들이 점점 증가하고... ,2023.09.01.,24
https://blog.naver.com/ugly14583/223199873437,일하지 않고 일할 수 있는 방법은 없을까? 경기적실업,첫째 노동력 공급 측면으로 보자면 고령화로 인한 생산가능인구 감소 및 기술혁신 등 구조변화 때문에 생겨나는 비자발적 실업유형으로써 이러한 변화속도가 빠르게... ,2023.09.01.,25
https://blog.naver.com/jejutaktak/223192456916,한국 출산율 답이 없는 이유,#한국출산율 #고령화,2023.09.01.,26
https://blog.naver.com/hemeal79/223199873130,오늘의 해외 시각 및 동향 8 / 30,"China Should Be So Lucky) ○ 최근 중국이 1990년대 초 일본이 겪었던 부동산 위기, 미국과의 갈등, 고령화 등으로 대표되는 ‘일본화(Japanification)’를 반복할... ",2023.09.01.,27
https://blog.naver.com/youseok0/223199870186,박철희 국립외교원장,피해자 할머니들이 고령화하며 문제 자체가 자연소멸할 수 있으므로 선제적으로 문제를 해결하면 최종이라고 하는 입장을 표명할 수 있다고 본다」면서 화해... ,2023.09.01.,28
https://blog.naver.com/cheol_2e/223199870433,카카오페이증권 펀드 투자일기14(feat. 변액보험 펀드... ,#한국투자 #베트남그로스증권 중국과 지리상 가까운 국가 저출산 고령화로 고민 중인 중국과 달리 순풍순풍 애 많이 낳는 젊은 나라다 중국의 인건비가 오르면... ,2023.09.01.,29
https://blog.naver.com/reporth/223199822318,"가족의 기본속성과 주요가설 , 본인 가족의 독특한 규범 설명","서론 현대의 사회에서는 고령화 사회, 저출산 등의 문제로 인하여 전통적인 가족의 형태가 변화하고 있으며, 이에 따라 가족의 문화나 규범, 구조 등에도 많은 영향을... ",2023.09.01.,30
https://blog.naver.com/hknj709/223199822185,"사회복지사2급 비용, 취득 기간","계속해서 고령화가 진행되고 있고, 유망 직업으로 꼽히고 있어서 그런지 갈수록 2급 자격증 취득을 희망하는 분들이 늘어나고 계시더라고요. 관련 문의를 주시는... ",2023.09.01.,31
https://blog.naver.com/kiwoomammkt/223199821316,[연금술사] 2024년엔 어떻게 바뀔까요? 2024 연금 세법개정안... ,"본격적인 고령화, 저출산 사회에 대비해서 결혼, 출산 및 양육, 연금 등 다방면으로 강화된 변화가 있었는데요! 오늘은 2024년 연금 세법에 대해서 알아보도록... ",2023.09.01.,32
https://blog.naver.com/hlog_j03296/223199821361,<이달의 추천 다큐 : 무연고 사회>,고령화 사회로 진입하면서 홀몸 노인이 쓸쓸히 죽어가는 고독사의 실태와 이웃 일본의 경험과 대처방법을 살펴본다. 1부 : www.youtube.com/watch?v=2CzxuaJIEpM... ,2023.09.01.,33
https://blog.naver.com/imo0709/223199819295,시니어 인턴 늘어나는데…은퇴 후 일하면 연금 깎인다고?,고령화가 빠른 속도로 진행되고 있지만 예전보다 건강해진 이들 노년층은 은퇴 후에도 다시 일자리를 찾아나서고 있다. '시니어 인턴'이 등장한 것도 이런... ,2023.09.01.,34
https://blog.naver.com/leaders0426/223199816910,[김해요양보호사교육원]요양보호사 자격증 취득은... ,고령화 시대에 가족요양을 위해서도 필수인 자격증입니다. ★★내년부터는 이수시간이 240시간(이론+실기+실습)에서 320시간으로 80시간 더 늘어납니다!★★ 자격증... ,2023.09.01.,35
https://blog.naver.com/azsxdcfv1005/223199815516,경주 평생교육원 사회복지사 조건 및 발급,인구 고령화 시대를 접하면서 정년 이후 재취업 혹은 제2의 인생을 계획하는 분들이 점차 늘어나고 있습니다 현재 인구 고령화 시대를 맞이하고 있는 만큼 복지정책이... ,2023.09.01.,36
https://blog.naver.com/mgtfer36/223199810632,달서구허리디스크 병원 치료는 재활까지로,"척추의 문제는 고령화, 현대화 사회에 진입하므로 오래 앉아 있는 일이 많기에 늘어나기 시작했어요. 허리 건강은 나이나 생활 습관 등에 의해 문제가 되기에... ",2023.09.01.,37
https://blog.naver.com/chhy0101/223199810989,데이케어센터 창업조건 이렇게 설립해요,"요즘 저출산, 고령화에 대한 얘기가 많고 그에 따라 요양병원 같은 기관이 많이 생기는 추세죠. 그래서 관련되어 창업, 도전하려는 분들이 많으신 것으로 알고 있어요.... ",2023.09.01.,38
https://blog.naver.com/dimension2441/223199805135,창원 암면역력치료 로 재발 걱정없이,그 이유 중 하나는 바로 인구의 고령화로 중장년 노년의 인구가 상대적으로 많이 증가하여 나타나는 현상이기도 하나 현대인들의 서구화된 식습관과 생활습관으로 인해... ,2023.09.01.,39
https://blog.naver.com/j5875998/223199802188,우리 면은 아기 울음 소리가 끊긴 지가 오래다.,"누가 고령화 사회를 책임 독박을 쓸 까? 이렇게, 사회는 만성 질환의 출산 0로를 가속시킨다. 두 녀석이 사회에서 활동할 2037년엔, 기저 출산 빈곤에 따른 X세대부터 그... ",2023.09.01.,40
https://blog.naver.com/klbnm0370/223199767426,"남포동,아미동,충무동 재가복지센터 치매노인... ",고령화 사회에 접어든 이 시대에 어르신들이 맘 편히 지내실 수 있는 공간이 필요하다고 생각합니다. 젊은 사람들의 눈치를 보지 않고 어르신들도 맘 편히 지내실 권리가... ,2023.09.01.,41
https://happy5uj.tistory.com/1654,노인 증가로 인해 변 새는 '변실금' 증가 의료 수가 낮아 치료... ,이번 '2023 대장앎 골드리본 캠페인 정책 심포지엄'은 ‘고령화 시대에 따른 변실금의 열악한 치료 및 관리 환경 개선’ 방안을 논의하기 위해 만들어진 자리이다. 노인... ,2023.09.01.,42
https://blog.naver.com/fromundersky/223199795086,소연골 콘드로이친 1200 제대로 알아보기,"관절염의 원인 사람은 어쩔 수 없이, 고령화로 접어들 때 닳고 손상되는게 관절 및 연골 부위가 먼저인지라 관절염이 발생한다는 것은 당연한 것일 수도 있다. 하지만... ",2023.09.01.,43
https://blog.naver.com/pro_n_edu/223199790764,강릉 사회복지사 빠르게 준비하는 방법!,고령화 사회로 접어들어 노인 인구의 비중이 늘어가고 있는 중인데 이에 따른정부 지원도 증가하고 이에 따라 사회복지 분야에 대한 인력과 복지 프로그램 수요가 늘고... ,2023.09.01.,44
https://blog.naver.com/widemxr579/223199791012,출산 인기 지식 알아두면 좋아요,"이외에도 인구 고령화, 가족 체계 변화, 정부의 출산 지원 정책 등도 출산 인기에... 인구 고령화 대책과 가족 지원 체계를 재정비하는 것도 중요합니다. 출산 기능... ",2023.09.01.,45
https://blog.naver.com/sunnyshen15/223199784429,[프로바이오틱스 안전성평가] 현대 사회에서 빼놓을 수 없는... ,최근 코로나19 감염병 이슈와 인구 고령화로 인해 건강에 대한 관심이 증가하면서 건강기능식품에 대한 관심도 함께 증가하고 있다. 그 중 프로바이오틱스에 관한... ,2023.09.01.,46
https://blog.naver.com/qkrwlsdnn/223199783132,중화동치과 임플란트 안정적인 식립으로 삶의 질을 높이려면,"뿐만 아니라 예기치 못한 사고로 인해 치아가 손상되거나, 고령화와 함께 나타나는 자연스러운 치아 상실 등으로 인해서도 필요할 수 있습니다. 따라서중화동치과의... ",2023.09.01.,47
https://blog.naver.com/euro_feel/223199781905,노인복지법 시행령이란 무엇일까요?,"2%를 차지하는 고령화 시대로 분류되었습니다. 그리고 2018년에는 이 비율이 14.3%로... 이것은 빠른 속도로 고령화가 진행되고 있다는 것을 나타내며, 이는 세계적으로도... ",2023.09.01.,48
https://blog.naver.com/hueamc/223199781040,더휴동물의료센터 손성인 영상의학과 원장님 소개 [부산 CT... ,"손성인 영상과 원장 반려동물의 의료계에서는 신경계 검사뿐 아니라 뇌, 척수의 염증, 경색, 디스크, 종양, 골절 등 고령화가 진행되면서 CT 및 MRI를 통한 정확한 병변... ",2023.09.01.,49
https://blog.naver.com/create2share/223199590450,[릴레이 인터뷰] NO.20 : 지역을 사랑하는 마음으로 특별한... ,능포 자치회 회원분들의 연령대는 어떤 편인가요?‘ 지금 우리 동네도 인구 고령화가 돼서 40대부터~80대까지 있습니다. 대부분 60대에 걸쳐서 계신 편이에요. 제일 젊은... ,2023.09.01.,50
https://blog.naver.com/medieval6231/223199780162,여자 기술직 종류 자격증따고 도전하자,"최근들어서 고령화로 인해 이런 분야의 산업을 발전시키려고 하는 추세더라고요 게다가 꼭 노인 뿐만 아니더라도 아동, 여성, 청소년, 장애인 등 다양한 분야로 진출이... ",2023.09.01.,51
https://blog.naver.com/hy7646/223199774317,수원대학교 평생교육원 웃음치료사 치매예방지도사... ,"급속한 고령화로 그 규모는 더 커져 2024년에는 100만명이 넘어설 것으로 추정됩니다. 1인 가구는 확대되고, 노인은 더욱 가난해지고 있습니다. 돌봄의 위기에... ",2023.09.01.,52
https://blog.naver.com/zaii2022/223199772940,소변 활동이 불편한 남성 분들이라면 유로리프트가격 알아볼... ,고령화가 급격하게 진행 되면서 전립선 비대증 합병증 발생 위험이 높아질 수 있는데요. 그렇기 때문에 꼭 치료를 받아보셔야 합니다. 그리고 치료가 필요한 상황일... ,2023.09.01.,53
https://blog.naver.com/s1kkw/223199771905,[일일정리]23.09.01 NEWS 정리 / 하나증권 모닝미팅,코로나19의 엔데믹(감염병의 풍토병화)으로 환자들의 병원 방문 횟수가 늘고 입원 수요도 증가한 때문으로 풀이된다. 앞으로도 수액 수요는 고령화 등으,2023.09.01.,54
https://blog.naver.com/redis12/223199768956,건강한 지역공동체 '꽃피는 남촌마을'의 색다른 도시재생 이야기,"저성장, 저출산, 고령화 등으로 다양한 외곽 개발 위주 도시정책이 한계에 도달하고, 사람들이 수도권과 특정 도시를 중심으로 거주지를 형성하며 그에 따라 쇠퇴하는... ",2023.09.01.,55
https://blog.naver.com/hostile9355/223199767101,"사회복지 전문학사, 온라인으로 준비했던 비결!","있었죠 고령화로 인한 노인 인구의 증가, 재활센터 및 복지 서비스에 대한 수요가 증가하고 있더군요~ 저도 더 늦기전에 재취업을 해야겠다는 생각을 했었는데 이... ",2023.09.01.,56
https://blog.naver.com/gunjuicy/223199762108,임금 절반 깎여도 '재취업'한다,"고도화 필요 -생애 주된 일자리로의 재고용 비율, 2010년대 초 이미 20%대 들어서…고령화로 인한 노동공급 부족 해결과 인적자본 활용 위해 고용 연장 논의 요구됨",2023.09.01.,57
https://blog.naver.com/78symin/223199759124,대림역내과 만성질환 종류와 관리방법,"심혈관질환, 당뇨병, 호흡기질환, 암 등이 여기에 속하며, 이러한 질환은 특히 고령화 사회에서 더욱 높은 위험을 가지고 있습니다. 이 중에서도 당뇨, 고혈압... ",2023.09.01.,58
https://blog.naver.com/bobo1735/223199756443,전문대졸업자 사회복지사2급자격증 필수과목만 들으면 취득가능,그 이유는 우리 사회가 고령화사회가 되어감에 따라서 정부 차원에서 다양한 복지정책을 추진하기 때문이죠 또한 다양한 복지정책인만큼 일자리의 수요가 계속... ,2023.09.01.,59
https://blog.naver.com/itzbk/223199868221,한국 증시 마감시황: 2023.09.01(금),"이 외 전선, 조선, 비료, 전력설비, 맥신(MXene), 요소수, U-Healthcare(원격진료), 탄소나노튜브(CNT), 석유화학, 미용기기, 고령화 사회, 희귀금속(희토류 등), 클라우드... ",2023.09.01.,60
https://blog.naver.com/rgw9351/223199863598,부산요양보호사 취업 및 일자리에 관심있다면!... ,"요양보호사 일자리 요양보호사 전망 우리나라도 고령화 사회로 진입하면서 노인 관련된 일자리가 점점 증가하는 추세인데요, 이에 따라 정부에서 지원하는... ",2023.09.01.,61
https://blog.naver.com/spiritandtime/223199863289,기득권 유지(조팔육&한녀)를 위해 자국민(2030남성)을... ,"노인빈곤률 1위, 고령화지수 1위, 자살률 1위, 낙태율 1위, 가계부채 1위, 국가부채 증가율 1위, 어린이 행복지수 뒤에서 1위, 저출산 뒤에서 1위, 산재사망률 1위... ",2023.09.01.,62
https://blog.naver.com/kevinscabin2/223199859939,시드니 통신 4711- ‘Intergenerational Report 2023’...... ,고령화가 진행되는 가운데 호주 인구는 어떻게 변화될까. 현재 전 세계적... 이는 15~65세 인구 대비 65세 이상 고령 인구의 비율을 측정하는 것으로 고령화 증가와... ,2023.09.01.,63
https://illysig.tistory.com/1307,65세이상 기초연금 신청 방법과 요건 혜택 안내,현재 우리 나라는 고령화 사회로 진입하고 있습니다. 65세 이상 인구의 비율이 14... 중요성 고령화에 따라 경제적으로 어려운 상황에 처한 노인들을 지원하기 위해 65세... ,2023.09.01.,64
https://blog.naver.com/worryzrw480/223199857840,고령기 종류 한번 배워봤어요,"고령기 종류 한번 배워봤어요 고령기 종류 대해서 알아봤어요 고령기란 일반적으로 고령화인구로 분류되는 사람들을 말합니다. 고령기는 다양한 종류가 있으며, 다음과... ",2023.09.01.,65
https://blog.naver.com/ash1106/223199857077,"농촌진흥청, 2024년 예산안 1조 855억 원 편성","조재호 농촌진흥청장은 “기후 위기 심화, 국제정세 불안 등으로 식량안보의 중요성이 증대되고, 저출산･고령화로 농촌노동력 부족이 심화해 지역소멸론이... ",2023.09.01.,66
https://blog.naver.com/drjung0219/223199855752,"9/1 아는데 모르는 나라, 일본","반면, 1994년 34.9퍼센트였던 조세 부담률은 저출산, 고령화 문제가 심화한 2022년에는 46.5퍼센트까지 상승했고, 동시에 청년층은 300만 엔에서 400만 엔을 웃도는... ",2023.09.01.,67
https://blog.naver.com/ljhh8327/223199852241,33정책 재원마련,제4장 33혁명정책의 재원마련 방안 및 효과 4.1 33혁명정책의 재원마련 방안 4.1.1 수입지출(총괄) 항목 적요 수입재원 (A) 지출내역 (B) 과부족 (A-B) 비고 일반회계... ,2023.09.01.,68
https://blog.aladin.co.kr/703039174/14877070,[백래시 읽기] 레이스 달린 속옷은 누가 사게?,아니라 그걸 강제로 입힌다는 사실이었다. 여성 소비자층의 고령화에 대한 시장 보고서가 넘쳐나는데도 이들의 디자인이 여성의 영아성으로 자꾸 퇴행하는 데는 이 ,2023.09.01.,69
https://blog.naver.com/kevinscabin2/223199851903,시드니 통신 4707- 보건-의료 부문에 매월 5천 명 신규 인력... ,만성질환과 고령화는 의료 인력이 호주 인구성장보다 더 빠르고 지속적으로 증가해야 함을 의미한다는 것이다. 그는 의료 인력에 영향을 미치는... ,2023.09.01.,70
https://blog.naver.com/exiter_jiwoo/223199851060,［서울의 확장!］ 어디까지 뻗힐것인가 역세권공략,우리나라 판교격인 타마신도시를 예로 들면 고령화 면허증반납움직임이 활발 그래서 같은 수순을 밟고 있는 우리나라도 교통망보다는 철도망을 더 중요요인으로... ,2023.09.01.,71
https://blog.naver.com/canada7050/223199850046,폴리코젠,성인병이 증가하는 이유는 단순히 인구 구조가 고령화됐기 때문이 아니라 현대 생활이 성인병 발생을 촉진시키기 때문입니다. 성인병의 3대 원인으로 알려져 있는... ,2023.09.01.,72
https://blog.naver.com/zzangovob/223199848608,추리소설가의 살인사건 - 히가시노 게이고,- 고령화 사회 살인사건 : 한국보다 더 심각한 고령화 사회를 겪고 있는 일본에서 나올 법한 생각이었다. 나이 많은 소설가와 나이 많은 편집자의 환장할 조합. 잘... ,2023.09.01.,73
https://blog.naver.com/ehizone/223199848080,태양광발전 입찰시장 내년새로 열리고 15분단위 실시간 추가... ,"↓↓↓↓↓↓↓↓↓↓↓↓↓ [참고] 농촌 고령화, 농지 감소 막는 영농형 태양광…기술보다 더 필요한 것은 '제도적 기반' [참고] 태양광 인버터 세정작업은 왜... ",2023.09.01.,74
https://blog.naver.com/roce5134/223199846393,독거노인 지원금 종류 및 이용방법 [노후대비용],독거노인 지원금 종류 및 이용방법 [노후대비용] 고령화가 가속화 되고 있는 현재 노후에 대한 불안감이 커니고 있는 것은 현실 입니다. 이로인해서 1인가구 비율까지... ,2023.09.01.,75
https://blog.naver.com/qrpsio90ss-r/223198971661,"""강화군 유천호 후보, 개소식에 촬영!""","이번 의사록 체결식은 인천도내의 노인 고령화 문제로 부터 노인의 사회경제적 지원을 위해 열렸으며, 이 의사록은 인천도내 노인의 고령화 기간 급격한 성장과 노인의... ",2023.09.01.,76
https://blog.naver.com/kssa2017/223199552121,평생교육 스포츠스태킹 활용 방법,"노인 (마을회관, 노인복지관, 주간보호센타) 현대 사회는 평균 수명의 연장과 인구 이동으로 고령화 사회가 빠르게 진행되고 있어요. 노인 체육은 신체적 특성을... ",2023.09.01.,77
https://blog.naver.com/macguffinal/223199839408,나이 값 못하는 가족 영화 <고령화 가족> 출연진 정보 평점 결말... ,"<고령화 가족> 시놉시스 인/생/포/기/ 40세 ‘인모’ 결/혼/환/승/전/문/ 35세 ‘미연’... 평균 연령 47세, 극단적 프로필, 나이 값 못하는 고령화가족 이 온다! ※기본정보... ",2023.09.01.,78
https://blog.naver.com/yhkim7963/223199837674,"정관장 ""홍삼보력""으로 기력충전 꽉~ 꽉~","그렇죠~ 살아가면서 돈도 명예도 인간이라면 누구나 추구하는 욕망이지만, 이것들은 건강없이는 무형지물이나 다름이 없겠지요~~ 대한민국의 고령화 속도가 세계... ",2023.09.01.,79
https://blog.naver.com/han792000/223199835914,사회복지사2급자격증 시험없이 수월하게 취득하는 방법,고령화 인구가 점점 늘고 있는 우리나라에서 전망이 밝은 미래 유망 직업이라 볼 수 있죠. 이러한 사회복지사가 되기 위해서는 반드시 '사회복지사2급자격증'이... ,2023.09.01.,80
https://blog.naver.com/budget10365/223199833088,목포시이혼상담 면밀한상담이필요하다면,"더욱이 우리 사회가 고령화되면서 평생교육과 함께 진행하고 있습니다. 결혼생활의 유지기간이 길수록 기여도에 대해서 보유한 재산과, 부모님께 물려받은(증여, 상속)... ",2023.09.01.,81
https://blog.naver.com/adonis100920/223199831162,월곶요양원 환경 좋은곳을 찾으시는분,"이처럼 우리나라는 세계에서 유례없이 빠른 속도로 고령화가 진행되고 있으며... 우리나라는 빠른 속도로 고령화가 진행되고 있으며, 이로 인해 노인성 질환 환자수... ",2023.09.01.,82
https://blog.naver.com/behappyoften/223199831340,"외국인 가사관리사 100명 온다 …""사전예약 되나요"" 문의쇄도",내국인 가사·육아 인력 종사자는 지속적으로 감소세를 보이다 코로나19 사태를 거치며 급감한 데다 고령화도 심화했기 때문이다. 고용부에 따르면 현재 관련 인력 중... ,2023.09.01.,83
https://blog.naver.com/2o2s0b/223199828771,"제도 개선 방향'을 보고 드는 생각들(ft. 저출산, 고령화)","더 심각한 건 고령화. 올해 회사 워크숍에서 아주대 김경일 교수 강의를 들었다. 핵심은 고령화. 100세 시대를 넘어 120세, 140세가 기본이 되는 시대가 온다. 과연 장수는... ",2023.09.01.,84
https://blog.naver.com/gumpda00/223153973395,식사자리 부담스러운 사람,조직은 고령화 되었고 지금을 다니고 있는 젊은 직원들이 더 안쓰러운 상황이긴 하다. 하지만 그들도 여기가 아니면 이직할테고 남는건 고령의 사람들에 비정규직... ,2023.09.01.,85
https://blog.naver.com/primse_944/223199819705,한국인 치매 환자 12분마다 1명씩 발생,세계에서 가장 빠르게 고령화가 진행되고 있는 우리나라에서 12분마다 1명씩... 정말 고령화가 세계에서 제일 빠른 이유일까요 저도 이제 나이를 먹어가고 있는... ,2023.09.01.,86
https://blog.naver.com/ouckhee/223199826622,사회복지사 평생교육원 이런 과정으로 진행했어요,"사회적으로 고령화나 저출산, 장애 등등 많은 이슈들이 있는데 그만큼 사복의 수요도 많이 늘어나고 있다고 해요 앞서 말씀드렸다시피 저 역시도 그런 기사들이나... ",2023.09.01.,87
https://blog.naver.com/spiritandtime/223199826481,기득권은 튈 준비 다 끝났는데 노예들만남아서 국뽕호소중ㅎㅎㅎ,"경제 성장은 이미 정체에 들어섰고, 인구도 진작에 저출산 고령화에 당면하였다. 즉 이 나라는 경제, 인프라, 문화, 인구, 교육 등 사회 전반이 빠른 속도로 축소되는... ",2023.09.01.,88
https://blog.naver.com/chinasisa/223199823965,시진핑 정부의 공동부유 정책이란?,"중국이 장기간 고속 성장으로 빈곤층 퇴치는 어느 정도 달성했지만 소득불평등, 인구 고령화와 같은 문제에 직면하면서 '균형 발전과 안정'으로 정책 방향을 전환한... ",2023.09.01.,89
https://blog.naver.com/newsthevoice1/223197268893,"PVA부터 RSA, 조정협상까지...정해민 약제실장에게 들어봤다","이러한 약품비 증가는 인구고령화에 따른 만성질환 증가, 의사의 처방행태, 고가신약 진입 등 다양한 요인으로 판단되며,약제관리실 차원에서는 고가약제 등재 시... ",2023.08.30.,90
