Topic Number,제목
15,시민일자리설계사 중구민 취업 길잡이 맹활약
15,정년퇴직자 재취업 돕는다
15,경력단절여성의 재취업 국비직업교육으로 돕는다
15,베이비붐세대 재취업 돕는다
15,한국 3544세 여성 고용률 전세계 최하위 육아 탓
15,김현주의 일상 톡톡 탈스펙 채용 말을 믿니
16,kt ai로 실업급여 삥땅 잡아낸다
16,미포조선 사내하청 근로자 2명 고용승계 요구 고공농성
16,강원도 중소기업진흥공단가 강원도일자리 안심공제 협약 체결
16,실업급여 수급요건 강화로 6만 2천명의 수급자격자 감소 예상 바뀌는 점은
16,굿바이2015삶이 버거웠던 우리의 자화상일자리 찾아 3만리 취업 목놓아 울었다 전해라
16,ai로 일자리 추천받고 vr면접으로 실전감각 익혔어요현장르포
16,무기 결함 묵인 대가 현대에 취업 요구
16,지방 경쟁력 키울
16,유토피아냐 디스토피아냐  경제의 날갯짓이 열어갈 세계
16,여성친화일촌기업 협약 체결
17,이브닝 이슈 버려지는 갓난아이들 어디로 가나
17,폭력 피해 다문화 여성 돕기 자선 행사
17,유일호 부총리 추경 10조 조선업 밀집지역 중점투입
17,사설 윤곽 드러낸 공수처 독립성 확보가 관건이다
17,주차관리 경비원으로 일하려는데 퇴직경찰 취업심사 받아야하나
17,딸이 안전한 세상 되게 성교육하는 아빠
17,비트코인 개발자로 보도된 일본계 미국인 관련일도 적 없다 반박 성명
17,조선업 상반기중 특별고용 지원업종된다
17,조선업 실업대책 속도낸다
17,퇴직경찰 재취업 1번지는 보험사 siu
18,비정규직 차별 철폐 시급 1만원  노동개혁 시동
18,고도몰 여성창업자를 위한 쇼핑몰창업 교육 실시
18,중랑구 경단녀 협동조합으로 재취업 모색
18,서소문 포럼 구조조정을 위한 변명
18,사고성 보험 실업급여 근로의욕 저하 반복수급 심각
18,농식품부 퇴직 후 협회 전관예우 심각
18,세종시 경단녀 일자리 창출 모색 포럼 개최
18,폴리텍 신중년경단녀 재취업 위한 직업교육 프로그램 운영
18,헌책방서 책 훔쳐 버젓이 되판 40대 실직남
18,단독 퇴직 당일 유관기관 재취업 농식품부 도덕불감
19,경기도내 여성취업자 오는 26일부터 직장생활 적응 무료상담 가능
19,유령직원 둔갑 실업급여 1억원 타낸 일용근로자
19,청년 첫 직장 구하는 11개월 관두는 19개월 걸려
19,한국 최고의 직장 한국맥도날드 워킹맘 시니어 장애인 등에 열린 채용
19,교통사고 장애인 70가 직장 잃었다
19,유럽 감원 칼바람
19,퇴직공직자 산하기관에 1218명 재취업
19,부천시 일자리센터 도내 취업실적 1위달성
19,반토막 난 해외수주 건설업계 감원 칼바람
19,미래부 퇴직공직자 19명 재취업절반 이상이 유관기업에 재취업
20,최저임금 16 인상 약발 보려면 부작용 처방 함께해야
20,공직사회는 국가운영 최후의 보루퇴직자 전문성 살릴수 있게 재취업 심사기준 바꿔야
20,원양어선 한국인 피살사건쫓겨날까 두려워 살인 결론  베트남 선원 2명 살인 기소
20,취업난과 고용불안에 온라인 쇼핑몰 창업만 늘어나네
20,이한성 재취업 퇴역 장교 40 방산업체에 취업
20,실탄 빼돌려 군수업체 취업 예비역 대령 구속 기소
20,경기도 13일 여성취업박람회 60여명 채용 예정
20,뿔뿔이 둥지 튼 한진해운 인력 컨테이너 인력은 쉽지 않아
20,약자가 원하는 복지는 보험 되는 일자리
20,최저임금 업종별 차등화 주휴수당 폐지시 일자리 54만개 보존
21,kdi 실업급여 인상보다 지급기간 늘려야 도움
21,백군기 용인시장 경력단절 여성 취업 지원
21,cj그룹 경력단절 여성 재취업 지원
21,코오롱그룹 경력단절 여성 재취업 지원
21,경력단절 여성 88 여성 재취업  좁다
21,효성 경력단절 여성 재취업 프로그램에 7000만원 지원
21,서울시 여성 대체인력지원센터 5곳 운영
21,경력단절 여성 재취업 지원
21,인천공항공사 리턴십 경력단절 여성 재취업
21,경력단절 여성 사회진출 지원
22,15th 지상군 페스티벌 포스코 전역장교 채용시 군 포상자에 가점
22,비정규직경단녀 문제해결 일자리 신문고에 건의 봇물
22,독일 이민 블루카드 제도로 영어 가능한 이공계 엔지니어들 특히 유리
22,아동수당 국가가 할일 않고 돈 줄게 떨어지라는 느낌
22,세월호 부실검사 업체에 취업하려다 걸린 해경 간부
22,일자리 원해 제주서 숙식 지원받는 예멘인 난민신청자들의 호소
22,퇴직예정자 재취업 지원해야
22,이공계 기피은퇴한 과학자도 재취업
22,장교 입찰담합 눈감아준 업체에 재취업
22,저부가 서비스업 취업 증가로 노동생산성 둔화
23,엄마부터 행복해야 일도 가정도 윈윈
23,인수위 인선 마무리 여성문화 모철민  훈장 받은 문화행정 전문가
23,실업급여 절반으로 줄어든다고
23,시럽급여 없앤다고 회사 실업급여 갑질이 심각해요
23,맘편뉴스 이모복 없으면 회사 못 다녀요 워킹맘의 연쇄 결근
23,어르신 55 연금 없어 먹고 살려면 72세까지 일해야
23,서울시 실업자 5명중 2명은 20대
23,매경이 만난 사람 창업 15년만에 세계적 바이오시밀러회사 일군 서정진 셀트리온 회장
23,한진해운 하역 대부분 마무리 화물반출환적 남아
23,내일신문이 만난 사람  천안여성인력개발센터 이정숙 관장시대의 변화에 발맞춰 다양한 일자리 도전해야
24,재취업 숨기고 실업급여 부정수급한 근로자 업주 붙잡혀
24,서울시 폐업 고민하는 소상공인 전담창구 개설
24,5060대 취업자 빼면 7월 고용 마이너스
24,티브로드 전북 경력단절여성 대상 토크콘서트
24,티브로드 안양서 경력단절여성 대상 토크콘서트 연다수정
24,경력단절여성 대상 드론촬영전문가과정 수원에 개설
24,티브로드 경력단절여성 의욕고취 토크콘서트
24,티브로드전북 경력단절여성 대상 인식전환 토크콘서트 성황리에 마쳐
24,생활정책 qa 1년 고용보험 자영업자 폐업 등급 77만135만원 실업급여
24,단독 대선 후보에 바란다3대 취약계층을 살리자 자영업 퇴로 만들고 근로자 재취업 도와야
25,호주 취업비자 규제 강화60일내 재취업 안되면 추방
25,국감파일헛투자에 성접대까지  줄줄 새는 가스공사
25,국민은행 희망퇴직 2800여명 신청
25,국민은행 희망퇴직 600여명 신청
25,국민은행 희망퇴직 1121명 신청
25,국민은행 임금피크 희망퇴직 600여명 신청 지난해의 15배
25,김동연 경제부총리 신한은행 방문해 여성가족 복지제도 소통
25,폭우 쏟아지면  엔진에 흙탕물 부은 사기단
25,국민은행 14일까지 희망퇴직 접수 파업갈등 해소되나
25,국민은행 희망퇴직 신청자 600여명 작년의 15배
26,취업사이트 워크넷 전면 개편 실업급여 요건 강화
26,ok저축은행 대전서 경단녀 20명 추가 채용
26,꽃 피는 올랑드표 노동개혁 과실은 마크롱이 딴다
26,50살 재취업시 임금수준 이전보다 27 하락
26,오민규의 노동과 삶조선업 구조조정에 대처하는 방법
26,사설부패한 권력 검찰을 시민 통제 아래에
26,알면쉬운 연말정산에 취업하는 근로자의 세액감면
26,185만원 실업급여 하한액마저 없애나 최저생계 위협
26,실업급여 받으려면 꼭 갖춰야 할 조건
26,실업급여 오르지만 요건 까다로워진다
27,as인터뷰 조윤선 구속영장 기각 기존 판례에 비춰보면 형평성에 어긋난다
27,사퇴하면 좋고 철회 문팬 정의당도 조대엽 안경환에 지명철회 촉구
27,서울대 상습성추행 강석진 교수 파면
27,실업급여 인터넷 신고만으로 탄다
27,강석진 서울대 교수 파면 성범죄로 구속된 첫 서울대 교수
27,간호사 성희롱 의혹 충남대 의대 교수 파면
27,청년들이 생각하는 좋은 재미있는 배울 있는
27,여학생 성추행 강석진 서울대 교수 파면 가슴 엉덩이 만지고 성경험 있냐 막말
27,김대일 서울대 교수 퍼주기 대신 인적자본 키워 혁신성장해야
27,등대지기까지 재산등록 해야 하는 황당한 공직의 족쇄
28,10년간 135명 산은 퇴직 임직원 낙하산 재취업
28,성동조선해양 근로자 생활안정자금 융자 받는다
28,썰전 강용석 경력 단절 이유로 여성 결혼과 출산 피해눈길
28,세법개정안 둘째 낳으면 세액공제 30만50만원 셋째는 70만원
28,근로복지공단 성동조선 근로자 생활안정자금 융자
28,2016 세법개정 둘째 출산 세액공제 30만원50만원으로 확대 셋째는 70만원
28,서울시 퇴직 공무원 21명 위탁기관에 깜깜이 재취업
28,2015국감산업은행 퇴직 임직원 7년간 102명 낙하산 취업
28,생생경제uae원전 수출 성과가 원전비리 극복의 증거
28,성동조선해양 생활안정자금 융자
29,주말도 없이 알바만 앉아서 공부하고 싶다
29,경단녀 재취업하기까지 평균 8년
29,심사는 퇴직 공직자 92가 재취업
29,퇴직 고위공무원 재취업 삼성전자 최다
29,경단녀 재취업까지 7년 걸린다
29,깐깐해진 퇴직공무원 취업 제한
29,고용장관 다단계 하도급 많은 업종 상향식 근로감독 강력 시행
29,퇴직해도 꽃길 10년간 고위공무원 재취업 승인율 91
29,공직자윤리위 취업 심사 62명 중 4명에 제한 결정
29,공직자윤리위 7월 퇴직 공직자 12명 재취업 제한 불승인
30,부패 면직 공직자 29명 재취업 적발 권익위 규정 어긴 22명 고발 요구
30,이영 한국여성벤처협회장 암호학에 눈 뜬 여대생이 겪은 창업의 길은
30,산림청 퇴직공무원 산하 기관 재취업 까다로워져
30,권익위 불법 재취업 비위면직자 16명 적발
30,불법 재취업 지철호 부위원장 소환
30,임의 재취업 퇴직공무원 76명 적발
30,극장 알바도 신고하라고 퇴직공무원 재취업 규정 손본다
30,권익위 뇌물수수 면직 공무원 불법 재취업 6건 적발해임 요구
30,사람들 눈 최순실 사태에 쏠린 사이 공직자 낙하산 재취업 부활
30,권익위 비위면직 공직자 24명 불법 재취업 적발
31,kaist mba 빅데이터 ai전문가 4차산업혁명 이끌 융합인재 키운다
31,더오래 퇴직자의 재취업 주변의 알음알음이 지름길
31,경기복지재단노사발전재단 중 노년층 고용 업무협약
31,7500억원알파 에도 조선업 고용 악화일로 정부 특별고용지원업종 연장 검토
31,직장인 10명 중 7명 창업 꿈꾼다
31,조선 회복세 이어간다 특별고용지원업종 1년 연장
31,실직자 10명 중 7명 실업급여 불만족수준 기간 개선되야
31,블라인드 채용의 힘공기업 40세 신입사원도 흔해요
31,일자리는 농촌에 시진핑의 하방 운동
31,영산대부산 북부 사상경찰서 업무협약 체결
32,옥천군 생애주기별 전문인력 양성 참가자 모집
32,종로여성인력개발센터 세무사무원 양성 과정 교육생 모집
32,노조 cj대한통운 수당 초과업무 반대하자 내쫓고 취업막아
32,4차산업전문강사 교육생 모집
32,해외칼럼  민주당의 실질적 문제
32,영양군 여성취업교육 요양보호사자격 취득과정 교육생 모집
32,장미빛 일색 19대 일자리 공약 현실에선 낙제점
32,한국산기대 2020 경기도생활기술학교 제2기 학습자 모집
32,경기일자리재단 여성it직업 교육생 모집
32,한국폴리텍대학 목포캠퍼스 특수용접 베이비부머과정 교육생 모집
33,문재인 대통령 청년고용실업 해결이 저출산 해법 국가적 노력 다해야
33,단독최저임금 너무 올라 버티기 힘들어 최장수 기업 전방 눈물의 구조조정
33,코웨이 코웨이 코디로 경단녀 해법 찾는다
33,법인카드 받아 쓰고 재취업 특혜까지 드러난 천궁 방산비리
33,재취업한 경단녀  76만 덜 받아 일자리 질도 별로
33,생생경제 복직 코앞에 두고 유급휴가 쌍용차 해고자들 복직 멀어지나
33,동대문구 취업정보센터 일자리 매칭 역할 톡톡
33,구조조정 따른 대량 실업 대비 유급휴가 전직훈련 지원 강화
33,부산 남구 경력단절여성 재취업 징검다리 역할 톡톡
33,정크 본드 황제의 추락과 부활
34,실업급여 인상 50에서 60로 인상 지급조건 더욱 엄격해질
34,실업급여 인상 50에서 60로 올랐다
34,50커뮤니티 탐방 15 인성을 겸비한 사회공헌활동 오색나눔회
34,프로포폴 훔쳐서 맞으려고 병원 옮겨가며 취업
34,실업급여 인상 50에서 60으로 올랐다 자세히 알아보니
34,관피아 방지법 안행위 소위 통과 전문자격증 소지자 예외규정은 추후 논의
34,실업급여 인상 50에서 60으로 올랐다
34,병사봉급 15 인상 상병기준 내년 17만8000원
34,실업급여 인상 50에서 60으로 올랐다 지급기간은 변했나
34,실업급여 내년 7월부터 평균임금의 50에서 60로 인상
35,일자리가 성장이다 파트타임 인생일 줄 알았는데 늘어도 행복
35,인터뷰 반세계화 분노 이유 있지만 보호주의는 답이 아니다
35,알렉사 클레이 또라이들의 시대 저자  세상은 정상과 비정상 경계의 또라이들 덕에 발전하죠
35,2월 재취업 요청 퇴직공직자 70명 중 9명은 취업제한
35,팍팍한 고령층 살림살이 55 연금 푼도 못받는다
35,고객감동경영대상 듀오 이상형 정보 대입 컴퓨터 매칭 시스템 개발
35,30대 기혼여성 3명 중 1명 경단녀 이유가
35,탈북 3만명 시대 전문직 관련분야 재취업 10뿐 생활고에 범죄자 전락도
35,여성 육성 취업 창업 기회 높여야
35,500만원 채 안되는 종잣돈으로 자영업 뛰어들어
36,강북구 다시 일하고 싶은 중장년층 응원합니다
36,남양주시 문화와 소통있는 이색 취업박람회 개최
36,희망 잃은 4050대 지금도 앞으로도 생활 어려워
36,김기춘 전 비서실장 농심에 재취업
36,뉴딜 일자리 가보니 기저귀 갈고 설거지 허드렛일
36,kb금융그룹 kb굿잡 취업박람회 8년째 해마다 1천여명씩 일자리 중매
36,성북구 여성일자리 취업박람회 개최
36,정은경 전 질병청장 분당서울대병원 재취업
36,문무일 전 검찰총장 언론사 비상임감사 재취업 불승인
36,소나기 퇴사하고 워홀 가기 전 코로나19가 터졌다
37,cover story 독일 경제 되살린 아젠다 2010이 주는 교훈
37,노조원 떠안으면 압박 들어와 현대중 블랙리스트 녹취 공개
37,경단녀중년청년 맞춤 취업 31일 활짝
37,농협 비정규직 5200명 정규직 전환
37,sk네트웍스 희망퇴직자 최대 5억 위로금 100여명 신청
37,비정규직 양산하는 비정규직 종합대책
37,최경환 부총리 정규직 밥그릇 겨누나
37,여의춘추박정태 비정규직 대책이 정규직 해고라니
37,한국gm 부평공장 희망퇴직자 막막한 현실에 답답
37,cover story 절박해지는 고공의 외침 귀닫은 사회의 실패는 아닐까
38,택배노동자들 회사가 블랙리스트로 취업 막아 인권위 진정
38,유종필 관악구청장 취임 7주년 family 관악 선포
38,유종필 관악구청장 family 관악 선포
38,일자리의 모든 한번에 처리하세요 해운대 복합 일자리센터 개소
38,강서구 2013 강서구 희망취업박람회 개최
38,여성 41 비정규직 월급 남성 64 수준
38,중장년 구직자 10명 중 6명 6개월 장기실업 상태
38,구직자 10명 중 4명  입사포기 권유 받은적 있어
38,뉴스플러스 허울뿐인 박원순법 여전한 꼼수취업
38,미우새 승리 x 이상민 도쿄 라멘 투어 이사직 남는 거 없니 취업 시도 궁셔리
39,sk브로드밴드 하청 대리점 직원 5200명 전원 자회사 정규직 채용
39,나이 먹으면 은퇴 할배 은행원 뜬다
39,알고보니 내가 발달장애 뒤늦게 진단받는 어른들
39,소규모 건설현장 안전 사각 국가가 감시 나서야
39,취업해결사 서울 중구 시민일자리설계사 맹활약
39,서울 여성대체인력센터 개원 8개월 532명 재취업
39,장롱자격증 꺼내세요경단녀 서울 공공기관서 인턴하고 재취업
39,서울 노숙인 40명 일자리 생긴다
39,임대료 높지만 새 아파트 원해 서울 행복주택 2차 경쟁률 최고 97대 1
39,경기도 이음일자리사업 경쟁률 69대 1 비법은 정규직
40,대법관 후보유남석 광주고법원장 민간인 불법사찰피해자 손해배상 인정
40,채용비리 곤욕 치른 금감원 수습 채용비리
40,정부 개성공단 근로자 휴업 휴직수당 지원
40,정부 개성공단 근로자에 고용위기지역 패키지 지원
40,기자24시 간호사 3만명에게 띄운 편지
40,정부 개성공단 주재원 휴직수당재취업 지원
40,엄마로서의 삶도 경력 다시 내 찾는 법
40,세월호 잊었나 해수부 관료 해운조합 재취업 불허
40,정부 개성공단 근로자 위한 휴직수당 지원
40,전문청년과 아이들의 미래를 위해 국민 여러분께 드리는 말씀
41,인천항만공사 인천항 일자리 목표 58 초과 달성
41,일자리 늘리자 울산 25개 기관 동참
41,피아 옆에 피아 5년새 144명 재취업
41,한국경제 싱크탱크에 듣는다 김준경 kdi 원장 저성장 탈출하려면 좀비기업 정리부터
41,유종필 관악구청장 여성이 행복한 도시 조성 발벗고 나서
41,대출금 신용카드 연체 정보도 복지급여 판단에 활용한다
41,개인주의는 여성이 넘어야 할 벽
41,퇴직자들의 행복한 일자리 찾기
41,정부 국정과제일자리 인구절벽 해소 4 핵심과제 이행 총력
41,fx 격납고 수주 피아 전방위 로비
42,낙타구멍보다 바늘구멍 청년일자리 미스매치서글픈 현실
42,일자리 줄었는데 재취업 바늘구멍
42,사이드 터뷰 바늘구멍 취업 뚫어준 스타강사 이시한 인 적성검사가 iq테스트냐고요
42,sbj은행 일본 근무 경력직원 국내서 채용
42,대통령도 기대에 미치지 못했다 일자리 성적표 어떻길래
42,재취업 활성화 한다지만 파견근로자 보호 무력화
42,내년예산고용부 노조지원 실업급여 칼꺼냈다 39 삭감
42,실업급여 탈 학원수강 취업상담도 구직활동 포함된다
42,올해도 일자리 넘쳐날 일본 벌써부터 구인난 걱정
42,박근혜정부 4년 검찰보고서 종합판 출간  최악의 수사는
43,실업급여 논란에 이정식 고용부장관 올해 국회서 마무리될 있도록 해야
43,단독 30여년 수의계약 독점 특혜 조달청 낙하산이 쥐락펴락
43,구직자 44 중소기업 입사 앞두고 가족과 다툼 경험
43,대졸자 연 48만 쏟아지는데  취업 재수생 47만 대기
43,출구없는 청년취업난비정규직 아들정규직 아버지 세대간 일자리 양극화도 심화
43,삶과 문화 민주노총은 보수다
43,특혜 취업 검은 고리신뢰 추락한 경제검찰
43,중견 중소기업계 근로시간 단축 구인난 심화 노동생산성 감소 우려
43,뉴스터치 26일 경남도 중부권 채용박람회
43,삶과 문화 퇴사가 행복한 나라를
44,sos 생계형 알바족 투잡 뛰어도  80만원뿐 내년엔 그만둘 있을까요
44,구직자의 든든한 친구이자 멘토
44,더오래 이정택의 당신도 ceo2 재활센터 동료들과 차린 뚝배기 집 파리만
44,창업도 폐업도 끊겼다 주방거리 한숨 소리만 요란
44,lg u 시간선택제 영업인력 뽑는다
44,코레일 시간선택제 사원 50명 채용
44,표삼성 시간선택제 일자리 직무별 채용규모
44,lgu 시간선택제 영업전문인재 채용
44,엄마의 부엌은 집 밖에 있단다
44,소비 시장 큰 손 뉴 노멀 중년 삭발 없는 비절개 모발이식에 큰 관심
45,한중일 겪어보니 보다 보수적 보다 눈치 봐요
45,함안군 일자리 창출로 군민에게 희망을
45,슈퍼리치 7000만 범죄자에게 새 시작을 출소 후 일자리중개 스타트업 설립한 ceo
45,현대면세점 문화사업 소외계층에 500억 쓰겠다
45,까다로워지는 실업급여 수령기준 적어도 10개월 근무해야
45,캣츠 맘마미아 출연  뮤지컬 배우 코로나19에 마트 직원으로 재취업
45,이달부터 실업급여 타고 학원수강도 하고
45,부동산 대책만 23번 실패 일자리 대책도 23번이더라
