Topic Number,제목
7,노인층 재산세 부담 상대적으로 커 과세이연제도 도입 필요
7,출근길 여성 성폭행 살인해도 무기징역 처벌 비웃는 성범죄자들
7,사설 억지 정책 양산하는 습관성 통계 편식 증후군
7,자치광장 내게로 온 기피시설 할까홍수정 서울시 갈등조정담당관
8,한자녀 잃어버린 가정 사회문제로 외동 아들 딸 일찍 사망땐 부모 노후생활 어려움 겪어
8,소주성 집착에 무너진 시장질서 민간에 맡겨 경제 되살려야 윤석열 시대
8,거만한 마초 쿠오모 아버지 후광 케네디가 혼맥으로 도약해 성추행 몰락
8,전국 빈집 100만 가구 1 뉴타운까지 비어가는 일본 820만가구 버려져
8,전국인민대표대회 폐막 시진핑 중국의 꿈 이루겠다 강조 대국외교 시동
8,욕망과 희망의 경계를 넘다  이혜승 서진석 건축가 효효 아키텍트
8,욕망과 희망의 경계를 넘다  이혜승 서진석 건축가 효효아키텍트 150회
8,경찰 노 목사 둔기로 살해하려 혐의로 70대 할머니 구속
8,유승민 고용참사에도 대통령 눈엔 허깨비만 경제 기적 선방 헛말
8,민주 장하나 라돈 적색경보 주택 라돈 세계 2위 수준
