Topic Number,제목
11,단독 요양원 요양사 80대 치매 노인 폭행 의혹
11,한파에 실종된 60대 치매 여성 열흘만에 숨진 채 발견
11,거동 불편한 80대 노인 아파트 지하실서 숨진 채 발견
11,월세 받으러 갔다 실종된 70대 노인 숨진 채 발견
11,폭설에 실종된 70대 치매 노인 친언니 무덤 인근서 숨진 채 발견
11,쳐다봐 70대 노인 무차별 폭행한 여성
11,강화도서 실종된 70대 치매 노인 숨진 채 발견
11,차 한잔 나누며 고도성장기 산업역군 이면 소시민 이주사 담아
11,아파트서 60대 온몸 흉기 찔려 숨진 채 발견 남동생 긴급체포
11,실종됐던 80대 노인 바닷가에서 숨진 채 발견
12,노인 10명 중 1명 학대당했다
12,노인학대 가해자 10명 중 6명이 가족이었다
12,생산가능인구 급감 10명 중 4명은 노인
12,철창에 가두고 화형 극으로 치닫는 is의 공포 정치
12,서울의 독특한 역동성 작품에 담는 중
12,노인학대 가해자 10명 중 7명 가족
12,노인 4명 중 1명 독거노인 90는 만성질환 앓아
12,한국애브비 희귀 난치성질환 환자 위한 복지정보 책자 발간
12,2016 국감 노인 학대자 10명중 4명은 아들
12,노인학대 가해자 10명 중 9명은 가족
13,양평방향 칠서휴게소 화장실 문화혁신의 해에 맞춰 리모델링 실시
13,탈북자 27명 중국서 체포 북송 위기
13,인천재능대 sk인천석유화학과 사랑의 김장김치 나눔
13,부모님을 버린 같았는데 아들은 울었다
13,취재일기 결핵 너무 얕본다
13,무연고 치매노인 연금 가로챈 요양병원장 입건
13,탈북자 10명  공안에 체포 북송 위기
13,오늘의 운세 3월 22일 일요일 음력 2월 28일
13,오산의 여성은 당당하다 오산시 여성친화도시 지정
13,태백시 2021년 여성친화도시 신규 지정
14,생생 민주인사 탄압 비난 휩싸인  시진핑 강대국 지위 회복 전가 보도 삼아 인권억압
14,포항 지진 트라우마 과도한 지진정보 여진 노출 피하는 게
14,여자 안중근의 4대손이제는 대한민국 국민
14,빗속 폐지 줍다 주저앉은 노인 사진 장의 기적
14,시민마이크 경증치매 돌보는 지역센터 73가 수도권에
14,독일에서 자취 감춘 난민 아동만 6000명
14,선전의 기적 일궜다 기업인 업적 존중하는  인재공원
14,5의 한국보호받지 못하는 몸혐오정치가 내세운 이주민 무임승차론
14,맞벌이 전체 가구 중 45 차지 조사 최대치
14,이름값 못하는 퇴직연금 90 이상이 일시금 수령
15,시론 본질 벗어난 추경 요건 논란
15,잊지 못할 결혼식  심장 받은 노인과 입장
15,원희복의 인물탐구 김현철 서울대 교수 중산층 총체적 붕괴가 밀려온다
15,다문화칼럼함께하는세상 보람있는 일자리가 안착 지름길
15,현장 행정 독거노인 냉골 녹인 송파 산타
15,현장 행정 인생사 들으며 전달한 초대장
15,약해진 후각가려운 다리심한 잠꼬대 파킨슨병 전조
15,현장 장애인들 하나돼 휴식 예배 웃음꽃 피어나는 삶터
15,cover story 심리적 부검
15,cover story 무상급식 철폐 우유는 부모가 먹이는
16,이지현의 기독문학기행주요섭 사랑아 우리를 시험에 들지 말게 하옵시고
16,이지현의 기독문학기행 사랑아 우리를 시험에 들지 말게 하옵시고
16,오락가락 신상공개 오늘부터  체크리스트 공개종합
16,명의인의를 찾아서79 경희의료원 인공신장센터 콩팥병 환자에 가족같은 의료진
16,내장산지리산 국립공원 단풍길 10선 가을 정취 물씬
16,제주항공 홀몸노인에 생필품 전달
16,사람을 닮아 슬픈 마네킹
16,부산시 조직개편안에 환경 여성 청년단체 혹평 내용 어떻길래
16,행복금융시대 우리가 연다 국민은행 다문화가정 생필품 전달
16,미 건보개혁 논쟁 짚어보기 오바마케어는 재앙으로 불리게 됐나
17,복지 예산 늘었다지만  아동 장애인 취약계층 예산 제자리
17,평범하거나 위대하거나 영웅본색   누구에게나 영웅은 있고 누구나 영웅이 될
17,박능후 장애등급제 부양의무제 폐지위원회 만들겠다
17,출산율 높이고 맞춤형복지 강화한다
17,새누리당 주도 당 정협의체도 고소득 피부양자 무임승차 막는 개정안 내놨었다
17,조효제의 인권 오디세이 경제개발에서 발전권으로
17,폐지 줍던 70대 뺑소니 참변음주 20대 오리발
17,금지를 금지하라11이성결혼 후 출산한 가정만 정상 배제의 울타리 걷어내야
17,더오래 난방기 고장난 캠핑카 시린 등골 데워준
17,2018 예산안기초연금 인상 17조 증액 아동수당 11조
18,아직 살만한 세상 산불감시초소에서 떨고 있던 잠옷 차림 할머니
18,송혜민의 월드why 글로벌 트렌드 혼술 혼밥의 빛과 그림자
18,근대화 산증인 파독 간호사 50년 기념
18,노인 4명중 1명 자식에 집 물려줄 8년 새 2배 증가
18,광주시 치매 조기발견해야 돼요 만60세 무료 치매조기검진 실시
18,녹내장 치료 천식 환자는 조심하세요
18,한국정보화진흥원 2016년 신입사원 채용 사회공헌 활동
18,형제복지원 대하3부작 제2회원장 박인근 대한민국 거지를 소탕한 나는 훌륭한 사람이다
18,신경숙 엄마를 부탁해 표절 손배소송 1심서 승소
18,다문화가족 빛과 그림자
19,치매 예방을 위한 수칙 3 3 3
19,곡성군 경력단절 여성에게 재 취업의 길 열어줘
19,iot로 여성 안심귀가 실종노인 찾는다
19,내년도 복지예산 57조7000억 어디에 쓰나
19,치매노인 집에 불 가족 숨져
19,정리뉴스혐오사회4회 혐오와 적대가 아닌 평등의 정치를 시작할
19,님도 아니고 남도 아닌  사실혼의 비애
19,소양강스카이워크 입장객 100만명 돌파
19,기타뉴스인간과 세상을 조종하는 선전의 힘  프로파간다 파워
19,국토기행 전남 담양군
20,서울사이버대 심리상담학부 스웨덴 스톡홀름대 교수 초청 심리치료 특강 진행
20,아침 신문 보기 차털이 인천 재물손괴 대전 잡범 지도 나왔다
20,서울사이버대 문화심리학자 김정운 교수 마음을 움직이는 힘특강 진행
20,lh 마이홈서비스 9개월째 서민 주거복지 실천에 앞장
20,환절기 건강관리 감기증상 쉽게 찾아와 주의 요망
20,브리핑 롯데그룹 간부승진 자격시험 진행
20,동국제약 구강암 환자 수술비 마련 위한 마라톤 대회 후원
20,존재의 무게 감당못해 광기로 헤매는 숲속의 밤
20,재개발 청신호 들려오지만 판자촌 주민들 불안감 고조
20,이슈탐색 살기도 힘든데   노인돌봄 의식 낮아졌다
21,환란 20년시민에서 답을 찾다 시민 가치 밀어낸 생존 가치 민주 법치주의까지 위협
21,경기도 ai 인체감염 대비 가금류 종사자 1만2000명 독감예방접종
21,경기도 ai 인체감염 막아라 1만2천여명 예방접종
21,삶은 하루 하루 소멸을 향해 가는데 옛사랑은 그립구나
21,윤석만의 인간혁명100년 뒤에도 당신이 살아 있다면
21,지적장애 할머니 13년간 무임금 노동시킨 식당업주 손님이 준 팁까지 뺏어
21,단독 코이카 사내매점 낙찰 비리 가족위해 규정 신설
21,치매 부모 자녀집 근처 치매안심센터 이용할
21,검찰 햄버거병 사건 수사 가습기 살균제팀에 맡겨
21,보성군 경력단절여성을 위한 취 창업 교실 운영
22,생활고에 죽어간다 복지사각 나홀로 가구
22,소설가 이근미와 떠나는 문학여행 57 윌리엄 위마크 제이콥스 원숭이 발
22,50세 넘으면 골밀도 매해 3씩 감소성장기부터 관리해야
22,어른 드문 세상의 어른다운 건물
22,문경시 복지예산 1000억 시대 개막
22,노동의 미래 좌표 제시하는 3인3색 나침반
22,노인들에게 없는 세 가지 수입 저축 가족
22,노부모의 상속재산을 둘러싼 알력에서 객관적으로 판단해 줄 사람이 필요하다면  후견인 제도
22,혜화경찰서 미아방지 지문등록 어린이날 행사
22,금천통통복지콜센터 복지상담 원스톱 해결
23,사이드 터뷰 환자 생활비까지 지원한 빈자의 어머니 91세 현역 남은 인생도 인술 펼칠
23,롯데닷컴 애너지 봉사단 동방사회복지회에 1억여원 물품 지원
23,이브닝 이슈 패륜범죄 무너지는 가족 원인은
23,광주시 광산구 인재 채용시 성별 학력 연령 묻는다
23,남은 음식은 꼭 1시간 이내에 냉장고 보관을
23,튜브썰매 씽씽 겨울 놀이터 너로 정했다
23,미쳤다고 파문당한 스님 유토피아 만들다
23,건강 무좀환자 지난해 118만명 무좀균 모르면 손발이 고생
23,아들이 뜬금없이 해외 여행을 가자고 한다
23,박종현의 아메리카 인사이드 미국인 3분의2 비상금 1000달러도 없다
24,중앙장애인권익옹호기관 출범 학대 예방한다
24,할머니 왔어요 치매 노인의 기억친구 대학생 조영국씨
24,신준환의 꿈꾸는 나무9 산림치유 나무가 건넨 위로 삶의 상처를 미워 말라
24,오늘은 세계 노인의 날  매일 하루 30분 걷기 치매 예방하는 지름길
24,한국전쟁 67주년 난리통에 죽은 아들 눈에 묻었지 한평생
24,어려운 이웃 위해 써달라 국밥 할머니 반지하 보증금까지 털어 전액 기부
24,미션 톡  아들 희귀병과 싸우기 위해 모든 걸 던졌습니다
24,11살 주주 아들 손잡고 기사 스크랩 들고 주인의 뿌듯함 안고
24,현대차그룹 보행 불편 어르신 위한 전동스쿠터 보급
24,치매 어머니의 운동은 아들 대머리 때리는
25,과거로 가두는 병 치매 혈압 당뇨 관리만 잘해도
25,정희진의 낯선 사이성 인지 정책과 성인 잡지
25,치매 독거노인들 공포의 여름나기
25,한미중일 성소수자 부모들 한자리 모여
25,가족여행 꿈꾼 노인 등친 일당 가짜 여행상품으로 수억 꿀꺽
25,광고언어에 담긴 한글의 멋 느껴보세요
25,첨단 기술 활용뺑소니 잡힌다
25,오늘과 내일최영해문재인 케어와 황금알 거위
25,health  life 김부장의 머릿속에 치매 싹이 자라고있다
25,아는 사람이라 사기 피해 노인 60 신고 해
26,그들은 11월 11일을 전후해 가슴에 빨간 꽃을 달까
26,김주하 앵커가 전하는 6월 14일 mbn 뉴스8 주요뉴스
26,추석 기습 여행 떠나볼까 동네에 얽힌 예술의 흔적 찾아
26,도시 6080 여성의 시간을 공유하라 일자리 너머 사회참여로
26,김동환의 월드줌 죽은 줄 알았던 아들이 아버지 전화 당국 상대로 소송
26,경희궁갤러리 박수근 예술의 원형은 신라
26,한국전 잊혀진 전쟁서 잊혀진 승리로
26,일상톡톡 플러스 노인학대 폭력 가난의 대물림
26,건강했던 90세 아버지 접종 5분만에 쓰러져 뇌사
26,초기치매 걱정 덜었더니 나라곳간 걱정
27,낙인 찍는 사회는 불행 사회적으로 보듬어야
27,서울포토 네티즌 울린 비에 젖은 폐지 가족까지 찾았다
27,산으로 바다로 서초구 휴양소와 수련원으로 여행 떠나볼까
27,나이 든 노인 보면 화 난다 세대 갈등 불붙는 영국
27,성장 보는 눈 바꿔야 국가경제 산다 똑같은 기회 공정한 분배 포용적 성장 전제조건
27,고국의 부모님을 생각하는 마음으로 부산진경찰서 결혼이주여성 다사랑 도시락 배달
27,환상적 맥주 배달 또는 가장 냉혹한 살인기계
27,현장영상 영국 변이 바이러스 14건 남아공 변이 바이러스 1건 확인
27,빈섬 이상국의 뷰 안경신 얼굴을 찾았다 폭탄을 든 여성독립투사
27,정양범 센터장의 은퇴 통감 누구인들 살고 싶을까
28,44살 연상과 결혼한  여성 알고보니 남편이 친할아버지
28,전단지 할아버지도 남녀구분 사라진 황혼 알바
28,서울시 행복주택 신혼부부 사회초년생 대학생에 공급
28,복지부 치매 명칭 바꾼다 나라는 뭐라고 부를까
28,일자리 증세 세금 보건복지 이슈 키워드
28,치매국가책임제 두고 한의사 치과의사 진료 권한 부여해라
28,신간지상의 마지막 오랑캐 몽골 유목민 출생부터 죽음까지
28,씨줄날줄 반려나무 들이는 날박건승 논설위원
28,멋있게 노는 5060세대 명소로
28,어제 일은 가물가물 10년전 일은 또렷 치매
29,연금수령자 70가  50만원 미만 일터로 나가는 노인
29,하느님이 내린 물 암도 낫는다 투자 사기장 된 기도원
29,일자리 공약 재조정 사회서비스 공공의료 컨트롤타워 공단 만든다
29,시 군 달랑 2권씩 생색용 복지 홍보책자 기재부
29,설날 고속도로 걷던 치매노인 구조
29,인터뷰 정석원 미스터 백 학창시절로 가고 싶다 공부를 못해서
29,박범신 청년작가에서 깊어지는 작가로 돌아가고 싶다 김용출의 문학삼매경
29,농약 사이다 살인증거 충분 치열한 법정공방 예고
29,기획 추위 학대에 떠는 유기동물 구할 묘책은 없나
29,대선 3대 의제돌봄보육 간병 노후의 짐 집시다
30,107세 노인 국내 최고령 수술 기록 달성
30,관악구 저소득층 희귀난치성질환 의료비 지원
30,누가 치매노인을 울리나 후견 사각지대를 찾아라
30,교회부터 유흥주점까지 n차 감염 확산 4차 대유행 기로
30,시진핑의 중국이 걷는 길 31 금에도 순금은 없다는 시진핑 매형의 페이퍼 컴퍼니 구설수
30,인구 5000만 지키자 비혼모에겐 임대아파트 분양도 힘든 현실 달라져야
30,울산대 2017 kmooc 서비스 시작
30,사건텔링 1억에 산 그림이 다이궁 밀수품 눈앞 캄캄해진 안과의사
30,뉴스콕 법규 위반 꼼짝 마암행순찰차 단속 시작
30,업계 주3일 휴무 확산 많이 쉬어 좋겠네
31,할아버지의 밥짓기 인구 절반은 1인가구 필연적 중년에 미리 홀로서기 준비해야
31,든든한 보험이야기 길고 긴 싸움 치매 장기요양보험으로 대비를
31,건조한 마른장마 날씨 온열질환 주의보
31,농약사이다 항소심도 무기징역 너무너무 억울하다 상고 여부는
31,휠체어 타고 유럽여행 해보니 별거 아니네요
31,타고 보트 타고 비행기 타고 이러다 함안차사 될라
31,m아카데미노동력 부족 시대 여성이 계속 일할 있게 하자
31,집에서 모든 걸 해결하는 사회 대비해야
31,임시 폐업 청주시립요양병원 재개원
31,책의 향기여든여섯 엄니의 삐뚤빼뚤 행복
32,광진구 서울시 결핵관리사업 평가 우수구 선정
32,2017년 정유년 새해 건강관리법  2017년 새해 건강달력 작성하세요
32,환자 혼수 상태 땐 연명치료 배우자가 결정해야
32,존엄사법 임종기 환자 한정 세부기준 부족
32,집수리하다 천장에 숨겨진 1000만 돈벼락 맞은 인부
32,200만원 내던 치매 환자 77만원만
32,봄철 야외활동 응급상황 대처법은
32,이슈플러스 취업했지만 결혼하지 못했고 결혼했지만 독립하지 못했다
32,사라지는 기억 막는다 조선대 치매예측연구단
32,삶이 끝나도 삶이 계속될 있도록
33,추방자들 살아서 쫓겨난 나라로 죽어서 돌아간 남자
33,밤사이 세계는 펜실베이니아 160cm 눈 폭탄 지구촌 곳곳 폭설 한파
33,유승민 유자식 무복지 노인 100만 국가가 책임지겠다
33,치매 환자 돌보려 하지 말고 즐겁게 놀아줘라
33,치매 환자 갑자기 행동을
33,70대 노인 묻지마 폭행 하반신 마비시킨 50대 공무원 징역형 집유
33,지역이 중앙에게 홍준표가 없앤 진주의료원  권영란
33,장애인들은 1842일간 땅 속에서 버텼나
33,주말 영향에도 신규확진 512명 위중증 환자 24명 증가종합
33,healthbeauty2025년엔 치매인구 100만 숨기지 말고 선제적 관리하세요
34,성평등 충남 만들자 충남도 양성평등 비전 발표
34,산에 살아도 산이 그립다 8 거기 정글이라구
34,백화점 납품하는 굴비 30정도 싸게 있어
34,실업률 36라니  정말 믿어도 되나
34,김현주의 일상 톡톡 돈으로 효를 산다고
34,김현주의 일상 톡톡 오포 육포 칠포 포기만 늘어간다
34,병원서 나가라고 폭언  환자 폭행 의혹 광주시립요양병원 폭력 일상
34,헤럴드건강포럼고경수 인제대학교 상계백병원 당뇨병센터 교수노인 당뇨병 무엇이 문제인가
34,재산에 매기는 지역건보료 낮추고 직장가입자 피부양자 축소
34,아침을 열며 청년기본법이 효과를 거두려면
35,강서구 보건소 치매예방 프로그램 인기
35,esc 올해가 가기 전에 꼭 봐야 할 웹툰 5
35,놓치면 후회할 이자람의 절창 판소리 이방인의 노래
35,내 삶 속의 선거 장애인 시설 내 참정권 침해 막아야
35,새로 나온 책 가장 가깝고 먼 존재 가족
35,고향 잃은 사람들이 그린 잃어버린 꿈
35,구약시대 이스라엘 정치에 제3의 정치세력이 있었다
35,꿈나래지역아동센터와 곡성군립노인전문병원 mou 체결
35,새로 나온 책들
35,esc 앙코르와트에 비밀을 묻다
36,나치에 맞섰던 노인 68세대도 르펜 막자 관용 흔들리면 안돼
36,포트홀 피하려다 교통사고 지자체 배상 책임 25
36,유니세프 위원회 회장은 6 25 당시 식량 찾던 기억으로 유니세프 활동
36,fn논단 웰 리빙 웰 다잉
36,2017예산안경제활성재정건전 두마리 토끼 잡는다
36,용인 노인 전용 아파트 집단 감염누적 확진자 66명
36,확진자 9명 집단 발생한 전북 정읍시 양지마을 이동제한 조치
36,에필로그 금기된 죽음 안락사를 취재하며금기된 죽음 안락사
36,노재현 칼럼 우리는 무엇에 감동하는가
36,설왕설래 웰 다잉
37,사람 속으로 팔로어 18만 명 75세 sns 스타 손자 그리워 그림 편지 써요
37,전담 복지플래너가 직접 방문 여성 아이들 챙기는 동작
37,김진국이 만난 사람 말도 않고 안쓰럽게 쳐다보는 시선이 폭력
37,김규나 작가 신작 장편소설 트러스트미 출간
37,시민단체 반발에 경남 조직개편 왜곡
37,베이비부머 노후준비 건강검진처럼 다각도 진단
37,사설 메르스 격리자 6500여 명  물샐틈없이 돌봐야
37,가정의 달 가족 건강 지키기  연초 건강계획 제대로 지키고 있나요
37,조선족 51 한국 와서 잘살게 됐다 가사 식당도우미 비율 높아
37,매경이 만난 사람 사회적대화 끈 놓지않는 김주영 한국노총위원장
38,한쪽 눈으로 차별과 싸워온 여전사 약자 울리는 검수완박에 분노한다
38,글로벌 인사이트 마오를 마오에 취해 중국의 자부심과 만나다
38,부산경찰청 세대공감 프로젝트 아버지 영상 공개
38,장흥배 을의 경제학 최순실 패션이 가린 재벌체제의 비밀
38,세종시립의원 29일부터 노인전문병원으로 개원
38,정우성 독점 기고 영혼이 꿈을 이루면 국가도 다시 일어선다
38,중앙선 넘더니 쾅위험천만 치매 운전자
38,헬스뷰티aig손해보험 치매 간병비에 도우미 서비스까지 보험료도 저렴
38,이슈 자꾸 되풀이되는 비극 선택지 있음을 몸소 보여줬으면
38,기고 위험인자 조절만으로 치매 3분의1 예방가능
39,벨톤보청기 광명난청센터 노인성 난청 초기에 발견하는 것이 가장 중요
39,경도인지장애 환자 우울증 겪으면 치매 위험 커져
39,요양원 환자 88 원격진료 만족 일선 병원도 도입 목소리 커져
39,광진구민 200인 민주주의 실험 결과
39,이슈 포커스 가습기 살균제 관계자 무더기 실형 배상은
39,노인성 난청 심할 경우 우울증으로 발전
39,코로나19 장기화에 노년층 우울증 위험 갑절로 높아져
39,목의 동맥 좁아지면 치매 걸릴 위험 커진다
39,방역당국 수도권 집단감염 신천지 때보다 위험
39,치매 위험 어르신에 위치추적 장치
40,아들 숨지자 며느리 상습 성폭행 임신시킨 70대징역 7년
40,50 심리학 강현숙 감정 억누르면 화병 화병 방치하면 치매
40,태국 남성 생후 11개월 된 딸 살해 페이스북 생중계 잔혹범죄 방송 플랫폼 된 페이스북 라이브
40,며느리를 엄마라고 치매라는 이름의 어머니
40,정부부처 주간일정 보도계획6월27일7월 2일
40,weekend interview 치매 명의이자 세계적인 뇌과학자 나덕렬 삼성서울병원 신경과 교수
40,섬진강휴게소 휴게소 음식과 함께하는 부뚜막 이야기 행사실시
40,때리지만 말아달라 경제난에 9살 딸 매매혼 참혹한 아프간
40,백발노인 된 1세대 이산가족 그림에서나마 어머니 업어드립니다
40,10년 후 대한민국의 미래는 앞서 망한 나라
