Topic Number,제목
4,여성운동 20년 유경희 대표 경력단절 여성들 새로운 시작 돕는 기반 될
4,미리 보는 인재포럼 소외계층 고용하는 포스코 cj 기업들 통합과 성장 달성
4,단독 확진자 중 장애인은 4인데 사망자 5명 중 1명이 장애인
4,서정진 존 리 윌리엄 김의 성공 비법노트 세지포서 공개
4,이마트24 만 60세 스태프 근무 시니어 스토어 첫선
4,오늘부터 노인 틀니 본인 부담률 5030로 대폭 인하
4,싱크탱크 광장 사람도 즐겁고 자연도 즐거운 유쾌한 도전
4,남편한테 맞다가 아들에게도 재산 뺏는 경제적 학대도 늘어
4,bat코리아 대한사회복지회와 맞손 사회 소외계층 지원 나서
4,장애인직업재활시설 지원사업 통해 경상 지역 업체 활기
5,장애인 직무 실습처로 활용 편의점 업계 연말 esg 경영 박차
5,여성노인 1인가구 노인 1인가구 75는 여성 사는 이유는 사별
5,치협 65세 노인 임플란트 틀니 건강보험 급여 강화해야
5,불만사회  6080 따로 살고 싶은데 자식 모시고 살아야지
5,뉴스킨 나눔의 손길 전하러 아프리카행 비행기 오른다
5,취업률 오르지만 니트족은 역대 최대캥거루족 양산
5,성신여대 재학 씨스타 효린 장애인직업재활시설 봉사
5,장성군 여성새로일하기센터 실버복지전문가 양성교육 개강
5,lh 무지개 돌봄사원 1600명 채용
5,아산재단 이시돌농촌산업개발협회에 아산상 시상
6,나눔과 기부 생애주기별 장애인 복지서비스 제공  29년간 소외된 약자들에게 도움 손길
6,건축아카데미 통해 노숙인 쪽방 거주민 취업 도와 창업 성공 사례도 나와
6,장애인 학대 21는 거주시설 종사자가 신체 학대 가장 많아
6,땜질식 처방 부끄러워 자립 지원 시스템 구축 아낌없는 지원
6,중외학술복지재단 성천상 수상자에 한원주 매그너스 재활요양병원 내과 과장 선정
6,지난해 학대 피해 장애인 10명 중 7명은 지적장애인
6,현대백화점면세점 저소득층 미혼모 자립 지원금 1억원 전달
6,현대백화점면세점 저소득층 미혼모 지원사업에 1억원 지원
6,sc제일은행 찾아가는 경제교육으로 청소년 자립 도와요
6,위키서울 잼있는인생 퍽퍽한 취업준비생들의 새콤달콤 도전
7,장애인 근로사업장 굿윌스토어 운영 청년 재활 경제적 자립 이끌어
7,상반기 일자리 1만6000개 창출 천안시 올해 목표 75 달성
7,칼럼 column 기본소득 복지의 탈을 쓴 막대한 증세다
7,현대차그룹 사회공헌활동 영상 퀘스타 어워즈 금은 없는 동상
7,김기영 사회 양극화 현상 극복 경제적 약자 보호할
7,김동연 자유 제한받는 장애인 많은 고른 기회를
7,독거남 문제 해결 나비 프로젝트 책으로 펴낸다
7,625 참전용사 이래도 되나  쓰레기 주워 연명
7,기왕 태어났으니 멋지게 무기력하던 어르신이 변했다 따만사
7,국내 최고령 여의사 한원주 과장 성천상 수상
8,인권위 편의점 장애인 접근성 높이라 cu gs25 세븐일레븐 시설 보완 약속
8,중외학술복지재단 성천상 수상자 여의사 한원주씨 여생도 노인 환자들의 희망 되도록 노력할
8,먹거리 통해 행복 나눔 고령친화 식품 개발에 저개발국 돕는 공정무역까지
8,gs리테일 청년드림스토어 오픈 250개 자활센터와 협업 일자리 창출할
8,구로여성인력개발센터 미취업 여성경단녀 구직 걷었다 취업교실 수강생 모집
8,관악구 하반기 서울시 동행일자리 참여자 476명 모집
8,부산 장애인 취업 후견인제 성과 눈에 띄네
8,전남도 중증장애인 생산품 구매 1 달성 다짐
8,클린리더스 gs 사회적기업 도와 따뜻한 세상 만든다
8,몸 불편한데 65살 되면 끊기는 장애인 활동지원서비스
9,국민의 기업 청년 시니어 배려계층 맞춤 일자리 창출로 지역경제 활성화 기여
9,소외계층 주거안정 돕는 sh공사 주거복지상담사 독거노인 장애인과 말벗하며 정 나누죠
9,박마루 서울시의원 대표발의 장애인 위한 보조기기 지원 조례안 공포시행
9,동작구 2022년 상반기 공공일자리 참여자 다음달 7일까지 모집
9,단독 확진 비율로는 4인데 코로나 사망자 20가 장애인
9,장하준 밖에선 멋진 한국 국민들은 불행하다고 하는지 풀어야
9,lh 월급여 78만원 노인 일자리 1600명 채용
9,일자리도 수익도 사랑 나누는 착한 카페 는다
9,노인 틀니 임플란트 부담없게 50 30 검토
9,관악구 올 하반기 동행 일자리 참여하세요
10,일자리 양적 확대보다 안정된 취업 기회 늘려야 세대 간 자원 배분 통해 청년 자립 여건 만들어야
10,나눔과 기부 일자리 만들기부터 직업예술인 양성까지 장애인 위한 큰 사랑 실천
10,집에만 있던 발달장애인에 일자리 첫 월급 받아 옷 사고 눈물
10,착한 기업 이름표 대신 품질경쟁력 높여 코로나 위기 극복해야죠
10,벌금도 빌려줘 진화하는 서울 자치구 복지
10,속풀성신여대 재학 씨스타 효린 장애인직업재활시설 봉사
10,부산시 올해 3만3200개 노인일자리 창출
10,경남 찾아가는 빨래방 산부인과 확대
10,어르신 일자리 창출 앞장
11,문명 길을 묻다  세계 지성과의 대화11 스리랑카 공동체 운동 이끄는 아리야라트네 박사
11,시사이슈 찬반토론 산더미 부채에 심각한 적자 지하철 노인 무임승차 지속해야하나
11,어르신 청년 경단녀에 맞춤 일자리 최고의 복지 실천 앞서가는 강서
11,현대차그룹 소외계층에 창업용 차량 지원 장애인엔 여행용 특수차 제공
11,경남도 촘촘한 위기가구 발굴 지원 행복한 복지 강화
11,lh 무지개 돌봄사원 1600명 채용 취약계층에 일자리 제공
11,장애인 돕는 기술 수백만원 넘는 로봇 다리 보다
11,사설 양질의 노인 일자리 정책 실천 방안이 보인다
11,인천공항공사 장애인의 날 맞아 사회적 약자 지원사업 추진
11,효성 저소득층에 쌀 김치 전달 장애인 지원도 앞장
12,치매 80대 노모 연금 맘대로 쓴 딸 징역형 집유 손녀 2명은 벌금형
12,32회 아산상 대상 아프리카 우간다에서 27년간 봉사 여혜화 베네딕다 수녀
12,lh 무지개 돌봄사원 1600명 신규 채용 노인 일자리 사업 확대
12,한국서부발전 장애인 자립 돕는 산돌팜 작년에만 일자리 691개 창출
12,시니어 일자리 마련 나선 gs리테일 인천시 업무협약 체결
12,일자리 나누기로 청년고용 확대 국민연금 사회적가치 성과 속속
12,우간다에서 27년 봉사한 여혜화 수녀 아산상 대상
12,사회적 기업과 상생 통해 청년5060세대 일자리 창출
12,동작구 새해에도 공공일자리 창출해 완전회복 뒷받침
12,11월부터 노인 틀니 부담금 50에서 30로
